"Time","Estrain","Estress","Tstrain","Tstress"
0,0,-0.238609953852835,0,-0.238609953852835
0.45029999999997,-7.79056779144955e-06,-0.238609953852835,-7.79059813806337e-06,-0.238608094945814
0.700399999999718,-5.54336240917233e-06,-0.550638355045004,-5.54337777370068e-06,-0.550635302657046
0.950399999999718,1.15015475916333e-05,-0.238609953852835,1.15014814493722e-05,-0.238612698236575
1.20039999999972,-3.38210591799356e-07,-0.550638355045004,-3.38210648948088e-07,-0.55063816881328
1.45039999999972,6.64496627698956e-06,-0.238609953852835,6.64494419931234e-06,-0.238611539407932
1.70039999999972,8.63244911700967e-06,-0.183546118348335,8.63241185771082e-06,-0.183547702800862
1.95039999999972,-1.22049983373326e-05,-0.42215607220117,-1.22050728189156e-05,-0.422150919787011
2.20039999999972,2.84959370390995e-05,-0.42215607220117,2.84955310376293e-05,-0.422168101934024
2.45049999999992,-5.03734683955015e-06,-0.0550638355045004,-5.0373595270168e-06,-0.0550635581288626
2.70039999999972,-2.26954527235208e-06,-0.238609953852835,-2.26954784780376e-06,-0.238609412316742
2.95039999999972,5.88703007357144e-06,-0.403801460366336,5.88701274515446e-06,-0.403803837557677
3.20049999999992,1.65552230152977e-05,-0.293673789357335,1.65550859791655e-05,-0.293678651192412
3.45049999999992,-4.52736636570005e-06,0,-4.52737661424599e-06,0
3.70049999999992,7.37527605110981e-06,-0.0550638355045004,7.37524885399888e-06,-0.0550642416154877
3.95049999999992,6.63618380104413e-06,-0.42215607220117,6.63616178177497e-06,-0.422158873706458
4.20049999999992,7.22507865855992e-06,-0.0550638355045004,7.22505255771313e-06,-0.0550642333450432
4.45049999999992,-2.78937405674436e-05,0.367092236696669,-2.78941296050577e-05,0.367081997121054
4.70059999999967,6.92835034401369e-06,2.66141871605085,6.92832634319583e-06,2.66143715529213
4.95049999999992,4.86847602725176e-05,4.16649688650719,4.86835752080542e-05,4.16669973140929
5.20059999999967,9.3249430844455e-05,5.80005733980737,9.3245083386631e-05,5.80059819185317
5.45059999999967,4.27872850212522e-05,7.25007167475921,4.27863696715033e-05,7.25038188564238
5.70059999999967,9.82226144493178e-05,9.17730591741673,9.8217790924106e-05,9.17820733639754
5.95059999999967,0.000167815209884039,10.3703556866809,0.000167801130486872,10.372095990097
6.20059999999967,0.00018946529216658,12.3159445411732,0.000189447345884863,12.318277985204
6.45059999999967,0.000201245320986756,13.7476042642903,0.000201225073863525,13.7503709053233
6.70059999999967,0.000193915364216981,15.8767392371309,0.000193896565062996,15.8798179808026
6.95059999999967,0.000230874240060136,16.9596613353861,0.000230847592704093,16.9635768843086
7.20059999999967,0.000277830643167088,19.0153778608875,0.000277792055380938,19.0206609155487
7.45069999999987,0.00028783499177186,20.2267822419865,0.000287793575227859,20.2326042176867
7.70069999999987,0.000305263516912716,21.9704703662956,0.000305216933485262,21.9771771493478
7.95069999999987,0.000332519035803547,23.365420865743,0.000332463763601228,23.3731903129604
8.20069999999987,0.000354522122460097,25.347718943905,0.000354459294341331,25.3567052710245
8.45069999999987,0.000374824137313624,26.669250996013,0.000374753908295117,26.6792472750104
8.70069999999987,0.000412848847619782,28.5597760150009,0.000412763648982971,28.571566885617
8.95069999999987,0.000412494990577981,29.6977619487605,0.000412409937907709,29.7100121267957
9.20069999999987,0.000445280058663563,31.6433508032529,0.000445180950917677,31.6574409563549
9.45069999999987,0.000471780966754473,32.9648828553609,0.000471669713104385,32.9804350596633
